pseudo_id,type,reason,expiration_date
a63f3d49d0f18526f2965d7968082f2a,Tid,Ikke tid,2025-10-20
4780fa33d0848ce9eb4c2a04613232ae,Andet,Ingen årsag – ingen tlf kontakt,2025-05-22
45e9380ee07e4423f355d32a9949e482,Økonomi,Pris,2025-12-10
de045497eb92dad6c43b7b86a32d4e45,Andet,kunden ønsker ikke at oplyse,2025-06-03
e325d7311c22dbdc14be5e551758ef38,Andet,kunden ønsker ikke at oplyse,2025-05-10
1e95a880364e96dcbdcc9b0db8a55105,Tid,Ikke tid,2026-01-10
b06ab5438e1123f471f3815f9da7de0a,Tid,Ikke tid,2025-05-16
ed369bab3d4dccc70a9bf6fb7da44d9c,Andet,Ingen årsag – ingen tlf kontakt,2025-05-11
ed4d4eaaf45e242a84710ec306d662a8,Økonomi,Pris,2025-12-17
cdfd2a89babf1b6e989ff43bdd144c3d,Økonomi,Pris,2025-05-19
f8aaf2658148a3cff3785804aac976d2,Produkt,Redaktionelt indhold / holdning,2025-05-07
840bb9b0a0ea4b1a70639e5569f36bdb,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
c0441af0f7123bbe577e5fdb95015e65,Tid,Sæsonpause,2025-05-22
d4320c5fea0b44bca81af504ba1f9b7b,Produkt,Redaktionelt indhold / holdning,2025-05-03
f9200c31a456ddcf5b2de3ee5667e0b7,Produkt,Redaktionelt indhold / holdning,2025-05-14
856cb3f6e96cecc0ea9e5c063c49d2c2,Produkt,Bestemt indhold,2025-05-11
4b5ac62530c308e8b1869b7c95414415,Tid,Ikke tid,2025-07-20
a9da990965cf54eeed3cf91c4ed152e5,Tid,Ikke tid,2026-02-06
9eeffbaacde0e7c9e1e907f057ca5f3b,Produkt,Redaktionelt indhold / holdning,2025-06-22
a9f26321a4149c609504b1c01b16a8cb,Tid,Ikke tid,2025-11-08
09d4166c98f75359232384abbb75ae75,Tid,Ikke tid,2025-05-20
0484f997f96e9c43723d291f2abd975d,Andet,kunden ønsker ikke at oplyse,2025-05-03
7765b84362c3f2409057ab7e51be2947,Andet,kunden ønsker ikke at oplyse,2025-05-07
5e3435da502300921632fa4d47c44202,Tid,Ikke tid,2025-11-10
10d5736de1bd27274198d1f1f0ee6d55,Andet,kunden ønsker ikke at oplyse,2025-07-21
507b806786366903caf74c8d0ff13b47,Andet,kunden ønsker ikke at oplyse,2025-11-22
864e9924d017e8e3f57b370be7749c29,Tid,Ikke tid,2025-11-07
182197fc3916b2d8947f32f00b3d5257,Andet,kunden ønsker ikke at oplyse,2025-05-04
d394a1f873177cca6f4d0c3067edf964,Andet,kunden ønsker ikke at oplyse,2025-05-16
0b470ad1a99a77dcd692372316da8736,Produkt,Redaktionelt indhold / holdning,2025-05-04
62a132e8a5279a11a7f4c84a775369c4,Andet,RVS,2025-07-18
62a132e8a5279a11a7f4c84a775369c4,Andet,kunden ønsker ikke at oplyse,2025-07-18
17ce3e6c9944c046e8d5ebd1c1467144,Andet,kunden ønsker ikke at oplyse,2025-05-19
b4e9f0121b01335d7f0f9fc9875638aa,Tid,Ikke tid,2025-06-22
db4828062baa2fa76909d003660bb7f4,Økonomi,Pris,2025-05-21
1e3ddb49a606da0cf5714df48c2bdb08,Andet,Administrativt,2025-05-06
b7cd75ab3ab11de36960a62aa04af6e0,Tid,Ikke tid,2025-05-15
481c8265554f63d9673fdfc21d40b119,Tid,Ikke tid,2025-06-21
5582f3359c519dabc59888fe33454786,Salg,Annulleret køb,2025-03-10
1e7f77c858e9148b9550fba2d45cbc1c,Tid,Ikke tid,2025-05-14
481524ce28c3dc23b2b9110b37fd4ff3,Andet,Ingen årsag – ingen tlf kontakt,2025-05-04
a7cd673a8e3e9db1b86781d7d40e317d,Økonomi,Pris,2025-05-04
4ac661c7491b55a4984174f89fdaaa83,Tid,Ikke tid,2025-06-18
a9776a8f6473d254f8441d26aa767367,Produkt,Redaktionelt indhold / holdning,2025-05-10
1a2b0c171a74b27b44c0eb3d5c42f083,Produkt,Redaktionelt indhold / holdning,2025-05-21
015c8f8df318631d67492e3d94b2794b,Andet,kunden ønsker ikke at oplyse,2025-12-04
b1d87804abaf5480992c81655242752e,Andet,Ingen årsag – ingen tlf kontakt,2025-05-10
dd17b70b375e73e19d04201f4fe37788,Tid,Ikke tid,2025-05-20
5fc6f61f405434f7c0044892d2bc8578,Tid,Ikke tid,2025-11-17
1dea1f63217786b469f54f3de9c83a6c,Tid,Ikke tid,2025-12-20
aace5950e6b447f75724c6edebe9b719,Økonomi,Pris,2025-06-07
30f784b5886a73a096111934c55158a9,Salg,Misforstået salgsaftale,2025-09-11
1ebd769533f806c239afc2ca81cf43f7,Økonomi,Pris,2025-05-18
a1982f47d5e6ad76a062e64367127c07,Produkt,Redaktionelt indhold / holdning,2025-05-04
004b2a16f2f9167482481fec96be4856,Andet,kunden ønsker ikke at oplyse,2025-05-04
61423e0d9a8a1b3b06f4e29a0515c61b,Andet,Ingen årsag – ingen tlf kontakt,2025-05-02
e4c2b513bdcea217379ef84b2507904a,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
1998daf4646037e7c0820958807fb1d5,Andet,kunden ønsker ikke at oplyse,2025-05-19
2ef1b0911c92e61e14b195dda6980a68,Produkt,Redaktionelt indhold / holdning,2025-05-06
e6d42f2cc92a1b3642be36753811c7ec,Andet,kunden ønsker ikke at oplyse,2025-05-21
e12aeab2cdd9cfe212471224aa9a0d09,Produkt,Redaktionelt indhold / holdning,2025-06-10
7dd7d15cf5f9a5190e6a640fa670fef7,Andet,kunden ønsker ikke at oplyse,2026-03-06
e2bcfffc7ab626d766ff915f3827a5b2,Produkt,Anden avis/produkt,2025-05-06
0152a4407923a40bef8b35a2b112ae30,Andet,kunden ønsker ikke at oplyse,2025-05-04
4c617fb65472db63d8a3c1e1a1bda25c,Andet,kunden ønsker ikke at oplyse,2025-06-08
201b83d92c687dc44185b42177f63cf9,Andet,Administrativt,2025-08-04
28cf6e0849f84472089d55fc5ec659d9,Andet,kunden ønsker ikke at oplyse,2025-05-05
562b7fa175e7d20af1d4fd8b700ab6b2,Tid,Ikke tid,2025-09-08
717f81079f55e2cd5f9e7585f0cef79e,Tid,Ikke tid,2026-01-22
fcfd45344b1647471f5ec6194c220c3e,Andet,kunden ønsker ikke at oplyse,2025-06-06
aac9bb91d160b45de44dd566969c0839,Økonomi,Pris,2025-06-09
de045497eb92dad6c43b7b86a32d4e45,Tid,Ikke tid,2025-06-03
1324af99aa0c369356ae0fac91e7088e,Produkt,Redaktionelt indhold / holdning,2025-05-16
7cdfc87b3d8dd8aae8464558885e374b,Produkt,Redaktionelt indhold / holdning,2025-05-04
ebb39d9307cc4c5a63a7a83ab8fe9be8,Tid,Ikke tid,2025-06-09
d37cd1babcd1ecb66465edf82425aa0d,Andet,kunden ønsker ikke at oplyse,2025-06-16
6329358de53bfa9dbc7d0f9fa5507d3f,Tid,Ikke tid,2025-05-20
a77f1ea6a4aaa156d26bf44c45530b71,Andet,Ingen årsag – ingen tlf kontakt,2025-07-04
c8773ba99e238fcc3e6354b094c054dc,Produkt,Redaktionelt indhold / holdning,2025-05-14
7914eefd03db41f93ff599d0b8de560c,Tid,Ikke tid,2025-05-10
a3f22adaaa3f71c5dbda11ce952938c8,Andet,Ingen årsag – ingen tlf kontakt,2025-09-09
a48af4981d5cc3f1cd9e91e123b946ca,Tid,Ikke tid,2025-05-10
d0d81b7a741d91ade62ef2055b924416,Andet,kunden ønsker ikke at oplyse,2025-11-08
c7e1c5854a5498b853ccece74c497065,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
57cef26b24dd3261305b89346fde0eeb,Andet,kunden ønsker ikke at oplyse,2025-05-21
c02f67974ac36a6c2c86a99b09071d69,Produkt,Redaktionelt indhold / holdning,2025-05-22
647b9a8e69e1823003b5351fa6ce97a8,Andet,kunden ønsker ikke at oplyse,2025-05-21
9643696e3d7223eba64c33fec571a3ed,Andet,kunden ønsker ikke at oplyse,2025-07-19
374f3786930ea8008317faaafb586def,Andet,Ingen årsag – ingen tlf kontakt,2025-06-04
7b27290677c1111502f87e9089d35a01,Tid,Ikke tid,2025-06-04
7b4fa6601c1f309c017664b468956354,Tid,Ikke tid,2025-08-13
f31db9e7a7c8ce01c0bb89b326001d42,Tid,Ikke tid,2025-12-20
5dda4e685600b3ae7b09836aca37d057,Tid,Ikke tid,2025-05-21
763d058903725935287f1ee857645566,Økonomi,Pris,2025-07-10
0189b22c99e33623162d8637b1f1f081,Andet,kunden ønsker ikke at oplyse,2025-05-20
8423866ec1a677d8bf54c4cb91ec613a,Andet,kunden ønsker ikke at oplyse,2025-05-07
fa91b4e6754bdd62e07cf4bbf326e05b,Produkt,Redaktionelt indhold / holdning,2025-07-22
9ee60c297a751b20d595266bd388215c,Andet,RVS,2025-06-18
45b86a626ea122688c3caebb29f603ea,Tid,Ikke tid,2025-05-04
3b7e252e3cad823b1a333da15165e8fc,Økonomi,Pris,2025-07-19
1270765e2f706706f11feb985c9b970d,Tid,Ikke tid,2025-10-21
9e0e45845c878498d17ca42dbd872785,Andet,kunden ønsker ikke at oplyse,2025-05-05
1725d628a9e0eca83995d9c9f6811bb8,Andet,Ingen årsag – ingen tlf kontakt,2025-06-01
9b286b9d8135a91d3d8edc5f6caefe5d,Tid,Ikke tid,2025-06-12
ef90ea2326cba1cf3eee3776c430b624,Produkt,Redaktionelt indhold / holdning,2025-12-14
3f267ca819325c1fe782457dac5089e1,Tid,Ikke tid,2025-06-21
cfda831591d317b78cb24f401d7fe1b4,Produkt,Redaktionelt indhold / holdning,2025-05-04
9f6cebfdcb0808f398039940c0e923e3,Økonomi,Pris,2025-05-06
de829deda88d0df0c4c8f9a3eb4cc186,Produkt,Redaktionelt indhold / holdning,2025-05-20
d2272179aa910b22d9225a1199cf14fa,Tid,Ikke tid,2025-05-13
38f5f24677474d61ad85fa40e4135d7d,Andet,Ingen årsag – ingen tlf kontakt,2025-05-07
61e16705d87a29017b7e46136c9e5756,Andet,kunden ønsker ikke at oplyse,2025-06-13
f33e5dc74fc7c613e1c5183dca828d52,Produkt,Redaktionelt indhold / holdning,2025-05-05
db377db012994337e849d93d6fe9e4c8,Andet,kunden ønsker ikke at oplyse,2025-10-10
cbd25d5f4fe90834708bb6e362dd71ff,Andet,kunden ønsker ikke at oplyse,2025-05-03
d61fc621115dad0ac2ed28f0b855bd11,Tid,Ikke tid,2025-06-20
16f60feab4be66bbce8e014e9f6f1a04,Tid,Ikke tid,2025-05-04
3153c33ed1f578782ed8f49986d4cff4,Tid,Ikke tid,2025-05-12
54094c3c9edc3db4786151a6c8b9b5a6,Andet,Ingen årsag – ingen tlf kontakt,2025-06-09
834ad5211bd6e9519192ce3cb9457802,Produkt,Redaktionelt indhold / holdning,2025-12-16
86a838f1d2d0779f6e3bae98ccf53ebd,Andet,Administrativt,2025-05-01
026950ba1188c7b7567b2c0196a567dc,Produkt,Redaktionelt indhold / holdning,2025-06-03
d191f386d848be4c5be981c0f8816e01,Produkt,Redaktionelt indhold / holdning,2025-06-14
677850815754ae05e51e9d6d395d574f,Salg,Tidsbestemt / kampagneløb,2025-05-10
95475eb5c95d53d33288731c7721d070,Tid,Ikke tid,2025-08-08
cbbccaff1980a9afe74cf3b70a7d61da,Produkt,Redaktionelt indhold / holdning,2025-05-04
0e8de2444b618b91a174a5834a364882,Tid,Ikke tid,2025-06-18
6ef97b05e9a9dd60bdbbd8f31c87c5d1,Tid,Ikke tid,2025-05-20
5925eab9bc621733645f6fd41ebaccb0,Andet,kunden ønsker ikke at oplyse,2025-06-20
5e0a5a0d407f199fbd20566d5903ac71,Andet,kunden ønsker ikke at oplyse,2025-05-09
e121d81cf042fc1796bec45ee93a73ed,Økonomi,Pris,2025-05-06
a86d5ef36eda767cce42d1c28dd18869,Produkt,Redaktionelt indhold / holdning,2025-05-14
7cc6d77803a5c2de142a14ace1b34a08,Andet,Ingen årsag – ingen tlf kontakt,2025-05-09
08ce32090c34f9ffc0d9dad565a1ea00,Salg,Annulleret køb,2025-05-13
65f384db2f6edd9e5206321ecfbcee33,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
21238e1c78588bea853c315d46f5dc29,Andet,kunden ønsker ikke at oplyse,2026-02-14
12a4b4f33de44e8dec37edffc01f0197,Tid,Ikke tid,2025-05-21
6567c1ca05dde94aa6bb51004cdee9e3,Økonomi,Pris,2026-03-09
ada1a9f52e76932f543ae8b32f1a3b20,Økonomi,Pris,2025-05-20
d3b4f98b469e7b1bbf56522e703cc9b5,Produkt,Redaktionelt indhold / holdning,2025-05-13
1d5478a63294ca8ce41f80f797e23696,Tid,Ikke tid,2025-05-21
743a9d6d44dfa092081f615773fdfd6b,Tid,Ikke tid,2025-05-10
aa345f66c3734ec28ca44313506d22f4,Andet,kunden ønsker ikke at oplyse,2025-06-04
5a4462a29a562fe12eead8aaa422ad61,Tid,Ikke tid,2025-05-06
30af1188b05d88e62fc64e6615574579,Tid,Ikke tid,2025-05-08
1cde84f1aa8759c31f345196e5a0ac4a,Økonomi,Pris,2025-12-20
4d776c43d67541ee80a3327421aaabf6,Tid,Ikke tid,2025-05-21
541d7bf883db417c6879eb5c4fa6f282,Andet,kunden ønsker ikke at oplyse,2025-05-22
c8e4a23b9e979430d588440ed4f70da7,Økonomi,Pris,2025-05-06
13cd3c8c6b1ca4650dbf480c5df9d6be,Produkt,Redaktionelt indhold / holdning,2025-05-08
29c3dcef5a5e54544a37d3c9f9f41ca9,Andet,kunden ønsker ikke at oplyse,2025-07-14
372423fee286446a26a1f3d2cf16beba,Andet,kunden ønsker ikke at oplyse,2025-05-22
f8a31b28770a75fe299ad45b0bc9ee65,Økonomi,Pris,2025-06-14
4faecfc123f27c115bfe358d67ef427a,Produkt,Redaktionelt indhold / holdning,2025-05-22
67d63442a6872a7d0c8c9c556222efb3,Økonomi,Pris,2025-05-20
3b14d58a14632ed87ae70ed029355208,Produkt,Redaktionelt indhold / holdning,2025-06-21
dfe27d0f145bca6ed62bf0861cad9c36,Andet,kunden ønsker ikke at oplyse,2025-05-11
571159ca10daca95e57ac9661ce75d2c,Tid,Ikke tid,2025-05-21
14df285cfbc6233b5735b67454fafc5b,Tid,Ikke tid,2025-07-09
b4ef7db62ab7b8ac08f209efd528b316,Økonomi,Pris,2025-05-16
959c700e99c5e04175aa14267701fb89,Tid,Ikke tid,2025-06-20
d5fd2cb43a6429a01f2dc22b184df8e7,Tid,Ikke tid,2025-05-02
9a72e2d07560b1f2dcce1ddf6f4e5754,Produkt,Kommercielt indhold,2025-05-05
186dd15ca3e819a236693fd2ce8f666e,Andet,kunden ønsker ikke at oplyse,2025-05-13
777833f12b1c604a5b3d6dd76bdde6ec,Andet,Ingen årsag – ingen tlf kontakt,2025-05-22
df243b961367b2174f33a26ff9d970db,Tid,Ikke tid,2026-01-06
1fb4fffd2653ec4e8a5fa61b0e8f489c,Produkt,Redaktionelt indhold / holdning,2025-05-21
7310d9a89f117d551524d81270cc4cea,Tid,Ikke tid,2025-10-09
cef8c111e1a6a010e5e1a9801e09a2e0,Økonomi,Pris,2025-05-19
1da131d7a8dc57b82789529e6f1df128,Produkt,Redaktionelt indhold / holdning,2025-05-04
3879b6e1d91fcbf0f18122529184e756,Tid,Ikke tid,2025-10-06
559410d8ab5887d2e936ff36d756803a,Andet,Ingen årsag – ingen tlf kontakt,2025-05-06
bb36e706698779b4386e240e45a76c9f,Andet,kunden ønsker ikke at oplyse,2025-12-06
b3743cd8f717c4b7c1f68f572f1af0d5,Produkt,Redaktionelt indhold / holdning,2025-05-21
c7bdb7da31ed15bcc2b8dcee4686c508,Andet,Administrativt,2025-06-23
6be1f70d713e332f19221af13f05290a,Andet,kunden ønsker ikke at oplyse,2025-05-18
bbb361a9cc76e407add75eb772b1ee6e,Produkt,Redaktionelt indhold / holdning,2025-05-06
fcff08f9900492e80d3bc88cd2816a0b,Andet,Administrativt,2025-05-15
5639e95cda59fda72f6131b5e6e4e716,Andet,kunden ønsker ikke at oplyse,2025-05-18
7fcfd5b9e8ade3613c73b0c8270fabb4,Andet,Ingen årsag – ingen tlf kontakt,2026-01-04
484b1afd306927be4210bae26a48d4f4,Andet,kunden ønsker ikke at oplyse,2025-07-20
37ff6f6b1a24548aa9038287d12f48b8,Økonomi,Pris,2026-01-05
3ccfb60c0dcc940bdf0b4b93fe782108,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
55cd5e4dbb4a407e4a3c3b57c7fb99be,Andet,Ingen årsag – ingen tlf kontakt,2025-08-05
34e69eb8352599ea5989a86183e94a0c,Andet,Administrativt,2025-05-12
3d1673e3c7b52cbe6912069d9eae8d9c,Tid,Ikke tid,2025-05-23
83b6969c7877f21ee7e1ffba875f5df5,Økonomi,Pris,2025-05-07
95475eb5c95d53d33288731c7721d070,Andet,RVS,2025-08-08
53d01f1f3bec115d6ef1353f681595cb,Tid,Ikke tid,2025-05-17
e5a437e84e41484e54a7bc16563f650b,Tid,Ikke tid,2025-05-20
111f0b8ba99b5f710b9ff3e9fb73df42,Andet,RVS,2025-06-27
e7bc7f5186893dc1471ef45413025209,Andet,RVS,2025-12-14
f32c43d378bf9c3fff05c3106dcf599f,Produkt,Redaktionelt indhold / holdning,2025-05-17
f19cb9bef22172940b4139ddc47320c0,Tid,Ikke tid,2025-11-06
e313c648720ad368db50f15344b943aa,Tid,Ikke tid,2025-08-06
8e3f83df238b7c83c8cfa217c33b9e95,Økonomi,Pris,2025-05-02
bf88a2da0661ba3ff1e98352538369ef,Andet,kunden ønsker ikke at oplyse,2025-05-08
2bd2e95a4d3311df6323da35a365ab0d,Andet,Administrativt,2025-10-23
679422c87961c3b866fc52150781731d,Økonomi,Pris,2025-05-09
636b7d1b6d112fae9a3d0ef792410d65,Andet,Ingen årsag – ingen tlf kontakt,2025-06-03
813bfd2231636d143e977b3c92482297,Andet,Administrativt,2025-04-28
82c381bcb5da7b266e8457450d4d9d5a,Tid,Ikke tid,2025-05-09
6ecb28b84d3a784429d89cdd1bf707e8,Tid,Ikke tid,2025-05-06
07020bd60c8550351dca52ee85797736,Tid,Ikke tid,2025-05-10
ae1d3d9df70b5a5b933464df7ba958a2,Produkt,Redaktionelt indhold / holdning,2025-06-15
62903f01a8b4d36801a30d3e3a61c26c,Andet,kunden ønsker ikke at oplyse,2025-07-20
4186814b6bc1988f1aac92ccd15aec40,Andet,kunden ønsker ikke at oplyse,2025-07-20
77b11ccf26a9e23d4e6fb10a372b8374,Økonomi,Pris,2025-11-12
07aac1ad911f0fa3d80e29cb0dbf0215,Andet,Administrativt,2025-05-19
ff8d95402a130dc888f8158e5601101c,Økonomi,Pris,2025-05-13
11cec0fd49b5a1ed7cff46ec6f8e3c6d,Andet,kunden ønsker ikke at oplyse,2025-05-19
a44108148e8cffb011c3395b78f5f938,Andet,RVS,2025-08-12
dd4d55e0e908ca50ec26ca9b5e4fda19,Andet,kunden ønsker ikke at oplyse,2025-05-19
bd8f91881891b817482f341aa7cea847,Produkt,Redaktionelt indhold / holdning,2025-05-21
fabb0fa73bfeceecdf161da3389b6caa,Tid,Ikke tid,2025-07-12
905ad53e7ca2f7ae55cfa5b3734fae4e,Produkt,Redaktionelt indhold / holdning,2025-05-14
45fd6146dbb7e8651cf3d712d81cdcf1,Tid,Ikke tid,2025-05-22
952f7975704d54cd4af0b892ac9c62d1,Produkt,Redaktionelt indhold / holdning,2025-05-03
97277819e09ed9f7d393fd3f3d624656,Økonomi,Pris,2025-05-20
30e31485609c73343cd6c358e62bdc65,Andet,kunden ønsker ikke at oplyse,2025-05-04
a7167ae7ddb2ba3b3198c0914e6bc76a,Økonomi,Pris,2025-06-20
dcaadf3ddcf358e577151fecadb3967d,Økonomi,Pris,2025-05-05
f2f9a0e15da517768c7965ab94e2a5ab,Økonomi,Pris,2025-09-18
50c8241b217a6fdf985092122b8a6114,Økonomi,Pris,2025-07-09
0f83f350b48ba9a34a3a312205196d45,Tid,Ikke tid,2025-08-18
fba1db33923003177babc40f0a3cfe8d,Produkt,Redaktionelt indhold / holdning,2025-05-05
7bf3a9ea20a2f4661d94dd194a1cf803,Andet,Ingen årsag – ingen tlf kontakt,2025-05-21
17d7422c846048398b122c39a8aaaf61,Økonomi,Pris,2025-05-20
56d0f1684db83e82bdad0992cf7ae4b2,Produkt,Redaktionelt indhold / holdning,2025-12-09
2d4d321307fe1f90c06d5213e604941f,Andet,kunden ønsker ikke at oplyse,2025-05-11
507b806786366903caf74c8d0ff13b47,Økonomi,Pris,2025-12-22
84e6974e7c3ebf7fcc2f994ca97068f7,Produkt,Redaktionelt indhold / holdning,2025-05-09
30940b4b1cd99664e4dd18235982c892,Tid,Ikke tid,2025-12-09
85879b96cc5b5ffd524cd66d43d6133c,Tid,Ikke tid,2025-05-06
3ea2aa0aabcff460c0b99278add14b33,Andet,Administrativt,2025-07-04
0117ef4e2fc98208852da4c90c5bd4f0,Tid,Ikke tid,2026-02-05
706e093c596c9b6de385b40a984f12b0,Andet,Ingen årsag – ingen tlf kontakt,2025-05-14
b4dad48c72f72f415a9ea3e137b06419,Tid,Ikke tid,2025-06-08
66104ab0613a2f9088b1df33c38dbc59,Produkt,Redaktionelt indhold / holdning,2025-05-15
e673b3a9ddc2393a2ccc0ce52666ba2f,Andet,kunden ønsker ikke at oplyse,2025-05-22
31a8bcdc10668cbc947138c9a0b10ef0,Produkt,Redaktionelt indhold / holdning,2025-05-22
e2fdae02e45683dec3d2e1469f356fa4,Andet,kunden ønsker ikke at oplyse,2025-05-04
3cdfb0b20d7df4fafb8306203459b4bc,Produkt,Redaktionelt indhold / holdning,2025-05-14
5469793ef2178893320b025aec95559b,Tid,Ikke tid,2025-10-14
165f56b5135a0282a1e37ae63be6482c,Andet,RVS,2026-03-04
0ea4d91c13fb3fb49113cdd91a8e9971,Produkt,Redaktionelt indhold / holdning,2025-05-20
1520c6ce0859197137f8c2ba4e316b33,Tid,Ikke tid,2025-12-03
e4049089a6293865bd0718a74b7e9059,Økonomi,Pris,2026-01-02
e458dfd14161ec17d6a1ad39fa0ac2ed,Andet,kunden ønsker ikke at oplyse,2025-06-20
46458fa96e84938d9c665cfc72fbb2a9,Tid,Ikke tid,2025-11-04
43dea564b7e1ee3780f2b2542dcb7b4f,Tid,Ikke tid,2025-12-08
05c2f3b93f4573cd4b34db7362893c04,Andet,Ingen årsag – ingen tlf kontakt,2025-05-04
9073c03faa8f90ddb8049b4c2f95897e,Andet,Ingen årsag – ingen tlf kontakt,2025-05-05
8b716e11d42ed2e3a0ab16af04e27afd,Andet,Ingen årsag – ingen tlf kontakt,2025-03-19
e4d9cab3486eec07a0601a5874711d9e,Produkt,Redaktionelt indhold / holdning,2025-05-22
ed29887940286545ed9f378597b0384b,Andet,kunden ønsker ikke at oplyse,2025-09-05
6badcc2cd2b644e876ce5b50ee71795b,Produkt,Redaktionelt indhold / holdning,2025-05-08
4b533526985480b9c90d72288ab55c41,Tid,Ikke tid,2025-05-10
e02076a514c52dda3fa98d8902d143b2,Tid,Ikke tid,2025-05-09
20adbd6ec48679dcfd474611a0f20d50,Tid,Ikke tid,2025-05-14
e621bdc702c49df6d1efd04402068bb2,Tid,Ikke tid,2025-05-07
0c102fba45b6df93b843ac40049572a3,Økonomi,Pris,2025-12-09
6018d711be0ab2c0b733e52453da95a3,Andet,Ingen årsag – ingen tlf kontakt,2025-07-13
43ba9a358443177344257f5384a36a98,Andet,Administrativt,2025-05-22
b0d02cff781d2563577737273ac018a2,Andet,kunden ønsker ikke at oplyse,2025-05-20
d11308b020d39d9cf932704c9298d801,Tid,Ikke tid,2025-07-04
835d69dda5ba5d750f73a0b5b854568d,Andet,RVS,2025-06-10
08b9d113ffba7015141bba88f1c6da2a,Økonomi,Pris,2025-05-20
63129f2085412836335e4d26ddaa6ef5,Andet,Ingen årsag – ingen tlf kontakt,2025-07-04
060f3e9968b2c7d8b13699b9e53a6dd0,Produkt,Redaktionelt indhold / holdning,2025-06-11
51b37621d2635b5c55727b61b04c6918,Produkt,Redaktionelt indhold / holdning,2025-05-16
5204d369fbf62355800d2e3b5ce6baa9,Produkt,Redaktionelt indhold / holdning,2025-05-10
e26dba81c57ccba42137cb465b43af51,Andet,Ingen årsag – ingen tlf kontakt,2025-05-16
c058e1c1ddfad648ceb7f6487f0bd683,Tid,Ikke tid,2025-09-03
e71fdb8bf1e3c655c1e640416b18cd8f,Tid,Ikke tid,2025-05-10
72d1e04b4efb1a26e958273f601ecbd6,Tid,Ikke tid,2025-05-21
1d3e35103dcea06aac11a372e471059d,Andet,kunden ønsker ikke at oplyse,2025-05-11
1376c4d7ef2a80b1377f57594742b5d4,Andet,kunden ønsker ikke at oplyse,2025-05-09
c98ca624535336c5a0b8cb324f657306,Salg,Annulleret køb,2025-03-26
3b58e4de14144a7cb62e612b74d08254,Salg,Annulleret køb,2025-05-21
5413da057f4a21a8b46e27f3d78b7596,Andet,kunden ønsker ikke at oplyse,2025-05-10
0fbf18c8102a33efcce853cb88f22501,Tid,Ikke tid,2025-05-20
76668bebf380d4c6e8b3583902d82b9c,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
ea5669d516d6701f7b7605ce36cc5040,Produkt,Redaktionelt indhold / holdning,2025-10-03
cc8295dd665a1de96fe1d20e1bcc6831,Tid,Ikke tid,2025-05-08
e74766560c425319ebe0a349475a35fc,Tid,Ikke tid,2025-05-17
01f145c2d4f98ff3b0ce3f731c3e5078,Tid,Ikke tid,2025-05-11
f3d6b6e45d2ac55eaaf67b8141daeaf1,Andet,kunden ønsker ikke at oplyse,2025-05-07
84a0ea3fbb01645645ab3c637f704838,Andet,RVS,2025-09-20
25c128e7f3e0a75ddd14b5784c100e1e,Økonomi,Ændring af vilkår,2025-05-06
4fe29025af23e314347100a5147fea0a,Produkt,Redaktionelt indhold / holdning,2025-05-10
e7b7e0997cfb6da158631fb040cc14a4,Tid,Ikke tid,2025-05-11
163cd6267e1d757e6daf66d9dafec0f4,Tid,Ikke tid,2025-06-04
5c270fa319642d25ce2f6304b565c516,Tid,Ikke tid,2025-11-15
270b83e04ecc73760c6f4c5f678bae8a,Salg,Annulleret køb,2025-05-07
e9664780fe3b0e119802e4dd1a3f0274,Produkt,Redaktionelt indhold / holdning,2025-05-21
3e167e82f647e5db6f095c4aa5abb931,Økonomi,Pris,2026-01-06
c9e12beabccbe760eb991404a1a6d8a8,Tid,Ikke tid,2025-06-11
b83f2517fe31511f1844600382c10fff,Andet,Ingen årsag – ingen tlf kontakt,2025-06-14
096d4a4ba51e44809eb9d5cc24ce2dac,Andet,RVS,2025-10-29
0e652b27d3a34ff8cbc25c43226e2e2f,Andet,Ingen årsag – ingen tlf kontakt,2025-05-02
e207fd8a3e5150a304ec1379e8e41c3d,Tid,Ikke tid,2025-06-19
9d1a5d63801ca793f8043793666f99c0,Økonomi,Pris,2025-12-06
041d717ed0a2660383069b4382a5f868,Tid,Ikke tid,2025-07-20
9f47afc2999ee1b2c0a09fdf248c8dff,Produkt,Bestemt indhold,2025-05-14
c7ef3e47dc93abd7cd51c53cf2afc104,Tid,Ikke tid,2025-06-19
e46b8fb17a46068b69be35a78b643528,Økonomi,Pris,2025-05-12
7c785ece8394ba7a24f9f8b674730925,Andet,kunden ønsker ikke at oplyse,2025-10-07
163f7c2ca0876b8cf46074f96e0f6b66,Digitalt,Oprettet med forkert e-mail,2025-11-09
c7942fc44892805619480b10b00a1c97,Andet,kunden ønsker ikke at oplyse,2025-12-04
451d2956462e734e2086bd99e0d51b2c,Produkt,Redaktionelt indhold / holdning,2025-06-04
17020af801c477dfdca0e0e5632cab42,Andet,kunden ønsker ikke at oplyse,2025-11-05
c2f05fb7a4757702550100feac09b80f,Tid,Ikke tid,2025-11-09
